0.692544 1.1145 0
0.972248 0 0
0.455469 0.447655 1.17552
-1.12031 -0.768087 -0.560775
0 1.10227 1.1767
0.69305 -0.985797 0
0.865793 0 -0.676509
-1.64177 -0.751207 0
0.854817 1.11569 1.29114
0 1.16586 -0.456494
-0.539392 0.907303 -0.990546
0.336264 -0.793336 0.647308
-0.669357 0 0
0.923126 0.30812 -0.668388
0 0 -0.495209
-0.184397 0 -0.412967
0.654439 0.669946 0
0.227214 -1.03182 -0.704934
0.811967 0 -0.714032
0 0.986988 0
-0.476526 0 0
0 0 0.313058
0 -1.79375 0.613015
-0.349585 -0.868726 0
0 0 0
-1.35787 -0.58398 -1.46646
0 -1.05618 -0.9468
-1.49899 -0.803685 -0.494019
-1.09145 0 0
1.35508 0 0.163146
-0.274425 -0.640536 0
0.455048 0 0
0.821427 0.27076 0.274131
0 0.934717 -0.600168
0.658096 0 0.444813
-0.441057 -0.942927 -0.398611
0 -0.169943 0
0 0 0.826646
-0.92771 1.64206 0.343329
0.980568 0 -0.591842
0 0.848618 0
-1.15001 0.725933 0
-0.243991 0 0.662345
0 0.527412 0
-0.544121 0 -1.25901
0 -0.584879 -0.307065
-1.04235 0 0.548938
-0.503333 -1.15661 0.490785
-0.472185 0 0
-0.334826 0.292252 0.737306
0 -0.802086 -0.446133
0 -0.0393315 0.964205
0.544501 -0.179221 -0.442127
0.729811 -0.173181 0
0.6996 0.885977 0.93319
-0.546201 0 0
0 0.517786 0.541078
0 -0.552243 1.37127
-0.78326 -0.537375 1.05347
0 0 0.364217
-0.993589 -0.656287 0.417192
0 0 -0.627861
-0.918862 1.06018 0
1.59948 -1.18524 0
1.29536 -0.682556 0
-1.40367 -0.959222 0.438395
0 -1.12031 0
-1.09818 -1.3158 0.674393
0.909612 0 0
0 0.677136 -0.319294
0.253621 -1.15432 -0.87361
-1.10212 0 0
0 -0.236272 1.18404
0 0.665425 0
-1.55091 0 0
0.253336 0 0
0.613182 1.11821 0.537135
-0.0380273 0.516861 0
-0.662818 0.456694 0.992782
0 -0.612899 0
1.5859 0 0
0 0.831951 -0.658391
-0.739267 -0.505764 -1.0363
-0.952741 0.785853 0
-0.530316 0.759882 -0.451186
0 -0.622529 -2.21378
0 -0.52153 -0.980081
1.42728 -0.524706 0
0 -1.58974 0
0 -1.50956 -1.04189
-0.459126 -1.04273 0.642976
0 0.875112 -0.171722
0.696539 0.547835 0
0.30672 0 0
-1.16741 -1.31819 -0.520778
-1.16951 0 -1.68748
-0.289381 1.40632 0.846474
0 -0.431642 0.681343
0.256969 0 -0.364381
-0.219968 -0.281112 -0.486596
-0.463914 0.761523 0.683486
0 0.885452 0.244447
-0.426936 -1.60794 0.870146
-0.594759 0.324257 0.936989
0 0.548198 1.06861
-0.787281 -1.67443 0.384591
-1.19789 0 0.943666
-0.642149 0 0
0.852792 0 0
0 1.71235 0
0 -0.568305 -0.501116
0 0 -0.938676
0 -1.04491 -0.696901
0 -1.21574 0.294467
-0.576165 1.12867 0
1.22295 0.78383 1.1376
0.888535 0 0
-0.575673 -0.742395 0
-0.712135 1.72167 -0.327976
0.888945 0.195171 0
0.413949 0.675467 0
0 0.173706 0.886004
0 -0.799518 0
1.11825 0 0.137639
-1.48406 -0.660174 -0.337322
0 0 -0.394595
-0.783334 0 -0.19926
1.18305 0.314426 0
0 0 0
0 -0.490464 0.725359
0.811685 -0.106175 0
0 0 -0.583484
0 -0.622103 0
0.713584 -0.312062 0.935532
-0.517294 0.406541 0
0.860023 -0.800035 0
1.25329 0.212638 1.1892
0.488474 -1.03837 0.955426
0.366811 0.150456 0
-0.594359 0 1.36498
0.303861 -0.746519 0
-0.559596 0.228906 -0.634672
-1.03954 0 -1.24873
-1.29917 -0.843938 0.319413
1.33869 1.05972 -0.993
0 0 0
0 -0.440467 0
1.10235 -0.995547 0
0.523074 0 0
0.26837 -0.434752 0.770619
0 1.00741 -0.576555
0 0 0.520024
0.441825 -1.14848 -0.601661
0 0 0.992155
0 1.62307 0.808912
0 1.45925 0
1.12369 0 0
-0.16776 0.886176 1.25401
-0.917938 -1.11375 -0.841592
0.892014 0.637811 0
-0.962431 -0.829385 0
0 -0.457347 0
1.65161 2.42521 0
0 -1.44109 0
1.05982 -1.31895 -1.52613
0 -0.330514 -0.718639
-0.840371 -0.237851 0
0 -0.769649 0
0.616523 0.980393 1.27286
0 0.640295 -0.677479
1.42349 0 0.914235
0.60148 -1.20336 0.830645
0 -0.0838961 -0.658904
0 0.431537 0.861645
0 -0.825016 -1.50839
0.782963 -1.26795 0.408586
-0.606397 0 -0.378659
-0.131495 0.707924 1.41788
0 0.774439 0
0.169406 0 0.710392
0 0 0.386738
0.723926 1.40974 -1.04056
0.897449 1.37399 -0.596484
1.16619 0 -0.981829
0 0.597348 0
-1.06208 0 -0.456994
0.380738 0.777664 0.896172
0 -0.677289 1.06587
-1.11839 0 0
0.917628 0.473065 0.781759
-0.355149 0 0
1.54452 -1.45064 0
0 -2.04314 0.403493
0.925029 0 0.833977
0 0.417832 -0.397292
0 -1.07943 0
1.28124 0 0
0 0.309521 -1.62935
-0.249555 0.614042 0
0 -0.299995 0.123555
-0.992351 0 -1.37567
-0.984794 0.315888 0
0 -0.917612 -1.53052
0 1.34352 -0.873703
-1.19838 0 -1.27519
0 -0.883844 0.719241
0.221821 -0.901088 -0.727067
0.781892 -0.200942 0.927865
-1.13286 0 -1.07994
0 0 -0.971271
-0.790584 0 -0.639472
0.624868 0 0.557861
1.01741 0.585333 0
0 0 -0.437285
0.682541 0 -0.153957
0 -1.06771 0
-0.757174 0.192657 1.1982
-0.199736 -1.16853 -1.27649
-0.569528 0 0
0 0 -0.3843
0 0 -0.362621
-1.09691 -0.368834 0.683258
-0.697728 0.672875 0.473205
0 1.38387 1.35935
0.447548 0.467338 -0.663783
0.745711 -1.27203 1.0572
0 -0.826764 -0.83806
-0.747411 1.24466 -0.236611
0.792096 0.662939 0.803101
1.38373 -0.223226 -0.30407
0.266283 -0.689209 -0.665302
0.583076 -0.919026 0
0 0 0
0.0660516 0 -0.258859
-0.393289 0 -1.29976
-0.435413 0 -0.927029
1.09763 0 1.43498
0.0482489 1.04938 0
-0.431212 0 -0.96438
0.602173 1.00584 0
-0.828305 0.652252 0.612477
-0.443419 1.70725 -0.274391
-0.723502 0.727729 0
0.274523 -0.575447 -0.704027
0 0.609232 0
0 -0.852543 0.336267
0.648236 0 -0.753442
1.27819 -0.722592 -0.989508
-0.335222 0.283145 -0.753641
-1.77057 0.766567 0
1.0159 0 -0.513917
0 -0.477723 0.461674
0.857171 -1.79519 1.10084
0 0 0.843146
-0.640675 0 -0.315495
0 -0.658899 -0.705871
0 0.868295 0
-1.19537 1.10639 -0.73791
0 0 0.572818
0 0 1.7831
0 -0.873027 0
-1.38416 -1.02326 0
1.08955 1.15491 0.207971
0 0 1.12057
0 0 0
0 -0.407267 0.377159
1.04816 0 1.34475
0.303095 -1.1112 0
0.389542 0 -0.911487
0.889327 0 0.209526
-0.642048 0.443384 -0.486542
1.45037 0 0
0 1.09931 -0.488683
-0.574013 -0.268497 -1.03969
0 0.949575 -0.772744
0 -0.436203 0
-0.435909 -1.36187 0.846717
1.93717 -0.654237 0.908021
-1.08365 -1.23896 -0.12779
0 1.31091 -1.28225
-0.650023 0.540364 0
0.580534 -1.15283 0.818017
0 0 1.42742
0.717874 -1.35974 -0.581633
-0.34595 -0.481213 -0.880569
0 0.770234 0
-0.3277 -0.797087 0.725723
-0.896751 0 0.505505
1.85147 0 0.530387
-0.620141 -1.20573 0.859568
0 0 0
0 1.00361 -1.33276
0.620859 -0.800362 0.826142
-0.891862 0.485631 0
-0.367594 -1.75281 0
0 0 0
-0.663239 0 0
0 -0.341938 0.627964
0 -0.567733 -1.73358
1.126 0 -1.32611
0.84257 0 0.969991
-1.64345 0.487781 1.43516
0.438904 -0.533679 0.638975
0.353372 0 0
0 -0.276097 0
0 0 0
-0.388104 0.668733 -0.348306
1.76472 -1.4617 0
-0.0827862 0.978728 0.934782
0 0 0
0 -0.660954 -1.45603
0 1.0795 -1.09404
0 0 0
0.845326 0.552059 0.77538
0 0 -1.67549
0.975577 0 -0.829617
1.05312 0 0.566021
-0.472925 0 0
0.916701 0.157335 -0.972326
0 0.77062 0
0 0.479818 0
0 0 0
-0.820538 0 1.89082
0 -1.4468 1.05113
0 0 0
0 -0.304593 -1.41148
1.00911 0 -0.70927
0 0.41378 0
1.26086 0.803658 0
-0.769004 -1.31462 1.51007
1.20948 -0.840047 1.19193
0 0 -0.395223
0 0 -1.20146
0 0.585609 -1.04572
-0.723156 -0.628443 0.808985
1.26785 0.984229 0.39903
-0.835071 0.809434 -0.280934
0 0 0.719934
0.0835403 0 0.464323
1.25658 -1.32081 -0.600038
-1.33471 0.89718 0.653536
-1.13027 -1.84727 0
1.53517 0 0.94007
-0.723875 0.94558 0
0 -0.712719 -0.0915097
-0.709686 0 0
0 0 0.698786
-0.816517 -1.0112 0
0.534136 0 0.877376
-0.344448 0.863687 -0.181413
0 -0.863733 0
0.545958 -0.69021 1.03374
0.860206 0 0
1.2679 -0.681965 0
-0.927298 0 -0.339513
-1.258 -1.55634 0
0.489836 0.531873 0.764127
-0.570103 -1.11724 -1.37497
1.47494 0 0
-0.390317 0 0
0.622937 0 0.684974
0 1.466 -0.737865
-0.933079 0 0
0 1.55611 -0.594208
0 0.79381 0.337274
-1.58478 1.25304 0.281785
-1.52968 0 1.25363
-1.09119 0 0.608661
0.67061 0.432338 0.275002
-0.545607 -1.21927 -0.900211
-0.667634 -1.5053 -1.20749
-0.586009 -1.82224 -1.71883
1.22689 1.47721 0.349619
-0.984037 0 -1.76116
0 0.983911 0
-0.630641 0 1.02707
-0.545187 -0.586289 0
-0.352278 0.734409 1.07498
-0.287252 0.569077 0
0 0.878553 0.662621
0.81099 0 -0.98189
-0.761197 -0.890403 0.591105
-0.402492 0 0.534056
0 -0.854811 -0.32253
1.51683 -0.0229277 0
0.810014 0 0
0 -0.580495 0.818582
0.786514 0.78376 0.731245
0 0.712328 1.33183
0 0.325318 0.923002
-1.22557 0 0.53135
-1.04003 0 -0.811096
0 0 -0.611444
0 0.888073 1.5762
-0.714282 -0.600286 1.1345
0.351425 -0.252871 -1.19959
