-0.76  -0.438786  -0.310269
-0.57  -0.32909  0
-0.38  -0.219393  0.310269
-0.57  -0.109697  -0.310269
-0.38  0  0
-0.19  0.109697  0.310269
-0.38  0.219393  -0.310269
-0.19  0.32909  0
0  0.438786  0.310269
-0.38  -0.438786  -0.310269
-0.19  -0.32909  0
0  -0.219393  0.310269
-0.19  -0.109697  -0.310269
0  0  0
0.19  0.109697  0.310269
0  0.219393  -0.310269
0.19  0.32909  0
0.38  0.438786  0.310269
0  -0.438786  -0.310269
0.19  -0.32909  0
0.38  -0.219393  0.310269
0.19  -0.109697  -0.310269
0.38  0  0
0.57  0.109697  0.310269
0.38  0.219393  -0.310269
0.57  0.32909  0
0.76  0.438786  0.310269
